,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,tipo_propiedad,tipo_operac
926345,HP4hw3tUts6+bA9u3llg2A==,Propiedad,2019-11-29,2019-12-12,2019-11-29,-34.5705867,-58.4798805,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,32.0,32.0,25500.0,ARS,Mensual,"Villa Urquiza - Monroe 4500, 32 m2, 1 amb (r918)",Departamento,Alquiler temporal
926439,QOj1bfkBeQafxeAL+2Mtgg==,Propiedad,2019-11-29,2020-03-20,2019-11-29,-34.54129028,-58.46411896,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,93.0,86.0,55000.0,ARS,,Libertador  8000 3°  - $ 55.000 - Departamento Alquiler,Departamento,Alquiler
926883,H7pdlK4hB+MWD1ljPqw+Uw==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5780249,-58.497501,Argentina,Capital Federal,Villa Urquiza,,,,,,,70.0,,165000.0,USD,Mensual,"Lote en el cual se encuentra construido un local a refaccionar o para demolicion,",Lote,Venta
926884,FAPexu/RWKZqEi0TCglvmw==,Propiedad,2019-11-29,2020-07-16,2019-11-29,-34.5730581,-58.4810275,Argentina,Capital Federal,Villa Urquiza,,,,,,,63.0,52.0,118800.0,USD,,Departamentos en venta a estrenar en Villa Urquiza- Alvarez Thomas 2953,Departamento,Venta
926885,gKvXutLhkHs/hj4CPbwInA==,Propiedad,2019-11-29,2020-04-09,2019-11-29,-34.5730581,-58.4810275,Argentina,Capital Federal,Villa Urquiza,,,,,,,63.0,52.0,252450.0,USD,,Departamento 3 amb. en venta a estrenar en Villa Urquiza- Alvarez Thomas 2953,Departamento,Venta
926886,yrC04nRWjvrXd8lDDShmMQ==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5780249,-58.497501,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,70.0,70.0,200000.0,USD,Mensual,"Venta de  local amplio , en excelente ubicacion en  zona de Villa Urquiza",Local comercial,Venta
926887,zzq2+m0TEJC3GUrX9i0Cdg==,Propiedad,2019-11-29,2020-01-11,2019-11-29,-34.573993,-58.4744587,Argentina,Capital Federal,Villa Urquiza,,,,,,,234.0,,750000.0,USD,,"Lote / Terreno en venta barrio Doho frente a la Plaza, Villa Urquiza. Zona de crecimiento",Lote,Venta
927088,7kb4w6e/DEJN+8t8Y7tHgA==,Propiedad,2019-11-29,2020-09-17,2019-11-29,-34.569664,-58.48776245,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,40.0,38.0,148000.0,USD,,Le Breton   4900 10°  - U$D 148.000 - Departamento en Venta,Departamento,Venta
927801,XVQeZ79BQ6muEgA+ZlOZ0g==,Propiedad,2019-11-29,2019-12-21,2019-11-29,-34.5791124932,-58.4853129111,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,30.0,27.0,14500.0,ARS,Mensual,"Excelente Ambiente con Cocina y Balcón en ALQUILER, en Villa Urquiza",Departamento,Alquiler
928153,hz9lISggxs5618sYyPQQZQ==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5693742,-58.4877465,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,50.0,44.0,149150.0,USD,Mensual,2 amb a estrenar Villa Urquiza 50m2 Totales 44 m2 cubiertos,Departamento,Venta
928154,cmEfyfJCwEUGUrNw2DU9cQ==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5783323,-58.4827702,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,2.0,50.0,47.0,228000.0,USD,Mensual,Juramento 5100 Villa Urquiza 2amb U$228.000,Departamento,Venta
928155,31hupayno/7cJz61F+WPaQ==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5693742,-58.4877465,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,51.0,45.0,164350.0,USD,Mensual,2 AMBIENTES A ESTRENAR EN VILLA URQUIZA A MTS DEL SUBTE B,Departamento,Venta
928156,EHyYY7/6JQqXyIajxh8FHA==,Propiedad,2019-11-29,2019-12-23,2019-11-29,-34.5635812322,-58.4876474651,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,42.0,42.0,122000.0,USD,Mensual,Venta. PH 2 ambientes. 42m². Bajas expensas. Seguridad. Miller y Tamborini. Villa Urquiza.,PH,Venta
928567,JgZycAerijlU1tRJB50jKw==,Propiedad,2019-11-29,2019-12-05,2019-11-29,-34.56966,-58.489826,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,70.0,65.0,285000.0,USD,,Venta Dpto: 3 ambientes. 2 Cocheras. Villa Urquiza,Departamento,Venta
928568,W3g59onORmBpYGl7zgjr6A==,Propiedad,2019-11-29,2020-12-03,2019-11-29,-34.5835487,-58.4743366,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,74.0,58.0,165000.0,USD,,3 amb edficio a estrenar ALQUILADO HASTA Enero 2020. Combinar visita por Whats up,Departamento,Venta
928569,sZwuNHhzCsgzsAEl/7lO2g==,Propiedad,2019-11-29,2020-01-30,2019-11-29,-34.571542,-58.481266,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,60.0,55.0,235000.0,USD,,VENTA TRES AMB. - COCHERA - VILLA URQUIZA,Departamento,Venta
928674,qk0agHm5uiFFIJmk2okrqA==,Propiedad,2019-11-29,2019-12-03,2019-11-29,-34.5767709,-58.4791374,Argentina,Capital Federal,Villa Urquiza,,,,,3.0,2.0,250.0,120.0,40000.0,ARS,Mensual,ALQUILER VILLA URQUIZA CASA,Casa,Alquiler
928866,gq//tLn1gFUfRgdQ8HFybg==,Propiedad,2019-11-29,2020-03-01,2019-11-29,-34.568399,-58.498387,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,270.0,192.0,345000.0,USD,,Venta Duplex 4 ambientes Jardin Parrilla garage,Casa,Venta
928867,UWhM7m67IgxAn1EKhWY+jw==,Propiedad,2019-11-29,2019-12-02,2019-11-29,-34.574076,-58.493724,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,74.0,67.0,165000.0,USD,,VENTA DEPARTAMENTO 4 AMB VILLA URQUIZA,Departamento,Venta
928868,5apvpLWxy8UWpHxFRgj/IA==,Propiedad,2019-11-29,2019-12-20,2019-11-29,-34.5783323,-58.4827702,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,3.0,104.0,96.0,490000.0,USD,,Excelente Torre 3 Dorm mas Dependencia. MIRA EL VIDEO,Departamento,Venta
929539,fVMQIO0K0UCpsZzjPKP/ig==,Propiedad,2020-09-16,2020-09-22,2020-09-16,-34.5756496,-58.4990282,Argentina,Capital Federal,Villa Urquiza,,,,,,,162.0,,250000.0,USD,,LIDERES EN TERRENOS - GUIMAT PROPIEDADES,Lote,Venta
929540,RISsNSM9BpRMEdLvPEdrlQ==,Propiedad,2020-09-16,2020-09-17,2020-09-16,-34.5795524,-58.4929177,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,950000.0,USD,,Sup. estimada vendible a construir 1.543 m2,Lote,Venta
929541,GK5cRlA3DrFfqCWjJsDfNg==,Propiedad,2020-09-16,2020-09-22,2020-09-16,-34.5756496,-58.4990282,Argentina,Capital Federal,Villa Urquiza,,,,,,,162.0,,250000.0,USD,,LIDERES EN TERRENOS - GUIMAT PROPIEDADES,Lote,Venta
929909,zN3cPUuMSPhjWgYWavypYA==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.572414,-58.483563,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,,,285000.0,USD,,"Departamento  en Venta ubicado en Villa Urquiza, Capital Federal",Departamento,Venta
929910,mevsBDhZDVaXCG1XMWCcFQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,49.0,46.0,135000.0,USD,,VENTA MONOAMBIENTE DIVISIBLE VILLA URQUIZA A ESTRENAR VINTAGE,Departamento,Venta
929911,AtkdB3/OW79McueYwcRDBg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,66.0,46.0,140000.0,USD,,VENTA MONOAMBIENTE A ESTRENAR VILLA URQUIZA GRANDE DIVISIBLE,Departamento,Venta
929912,Z6/t4Er5gcpzq+Dh3Df2sg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,34.0,99000.0,USD,,VENTA MONOAMBIENTE DIVISIBLE A ESTRENAR VILLA URQUIZA VINTAGE,Departamento,Venta
929913,8Blw2LCirl5taSjm9a70NQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5821079,-58.4673013,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,39.0,39.0,83100.0,USD,Mensual,Emprendimiento Plaza 1069 - Monoambientes divisibles - Valor promocion de venta!,Departamento,Venta
929914,DuuYeD6xKXXi0E7tB2nfpw==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,34.0,84000.0,USD,,VENTA MONOAMBIENTE VILLA URQUIZA VINTAGE,Departamento,Venta
929915,EyAg5aoXdyljFPs97Ls7dQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5828206,-58.4744631,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,35.0,32.0,89000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
929916,2I9M83m/HPv9JYd1lwes3g==,Propiedad,2020-09-16,2020-09-25,2020-09-16,-34.5715356114,-58.4853468975,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,88.0,72.0,319000.0,USD,,"Departamento 88m² 3 ambientes con Plantas en CULLEN 4900, Capital Federal, Villa Urquiza, por U$S 319.000",Departamento,Venta
929917,AbSYgYDHylFKn4bY58/ghA==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,79.0,63.0,149000.0,USD,,VENTA MONOAMBIENTE A ESTRENAR DIVISIBLE VILLA URQUIZA VINTAGE PATIO,Departamento,Venta
929918,YywMXTE+9PbELBVktrJyKw==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5821079,-58.4673013,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,53.0,40.0,109000.0,USD,Mensual,Emprendimiento Plaza 1069 - Monoambientes divisibles - Valor promocion de venta!,Departamento,Venta
929919,AHHEyPSt84d/0av8+58SGQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5821079,-58.4673013,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,45.0,38.0,91400.0,USD,Mensual,Emprendimiento Plaza 1069 - Monoambientes divisibles- Valor promocion de venta!,Departamento,Venta
929920,aVO0JU5IMzYfnYSsCW/mSw==,Propiedad,2020-09-16,9999-12-31,2020-09-16,,,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,33.0,98000.0,USD,Mensual,Alvarez Thomas al 2900 y Olazabal a estrenar!!,Departamento,Venta
929921,AB2xwcEkPsvKZWxOvE3C4Q==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5821079,-58.4673013,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,47.0,40.0,98600.0,USD,Mensual,Emprendimiento Plaza 1069 - Monoambientes divisibles - Valor promocion de venta!,Departamento,Venta
929922,hbcCgfQwwpUYolZZiFy92w==,Propiedad,2020-09-16,2020-11-01,2020-09-16,-34.579834,-58.484496,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,,,138000.0,USD,,"Departamento  en Venta ubicado en Villa Urquiza R, Capital Federal",Departamento,Venta
929923,x184X25jjnz1heKrkykutQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5622278,-58.4922968,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,46.0,43.0,120000.0,USD,,VENTA MONOAMBIENTE A ESTRENAR VILLA URQUIZA VINTAGE ID16651,Departamento,Venta
929924,lZ8pHcpIrjBgchhCGYnIvQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,,,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,33.0,110000.0,USD,Mensual,Alvarez Thomas al 2900 y Olazabal a estrenar!!,Departamento,Venta
929980,grRod4DBca7hbHAAmZH4rA==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.567539,-58.488829,Argentina,Capital Federal,Villa Urquiza,,,,,,,50.0,50.0,12000.0,USD,Mensual,Fondo de Comercio - Local de Empanadas / Pizzería - Villa Urquiza,Local comercial,Venta
930079,IK0UX/KAtg6V+0Zem52Iag==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5836622,-58.4814243,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,43.0,43.0,125000.0,USD,Mensual,PH - Parque Chas,PH,Venta
930080,rp4gznOJuKLMKvQzgWALxQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5693188,-58.4970736,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,45.0,45.0,139000.0,USD,Mensual,ph 2 amb dx,PH,Venta
930448,g0OK+0FAtbsD/oVinpJnBw==,Propiedad,2020-09-16,2020-09-16,2020-09-16,-34.5712787,-58.4794817,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,48.0,41.0,137000.0,USD,Mensual,Oportunidad! Amplio y luminoso departamento en venta!,Departamento,Venta
930449,4NOdlHrEZOnAZPu/+06Uzw==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5520091,-58.4907662,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,107.0,107.0,182000.0,USD,Mensual,Departamento en Venta a estrenar. Entrega Inmediata,Departamento,Venta
930450,fGev+yDn5LF5aHE+M1BOLg==,Propiedad,2020-09-16,2020-09-17,2020-09-16,-34.5718842,-58.4800664,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,37.0,34.0,101500.0,USD,,V.Urquiza Monoambiente Divisible Al Frente Apto Prof,Departamento,Venta
930451,E3aOTTRzysSQ0uqm2W77xQ==,Propiedad,2020-09-16,2020-09-22,2020-09-16,-34.5718842,-58.4800664,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,37.0,37.0,101500.0,USD,,excelente monoambiente zona Villa Urquiza,Departamento,Venta
930452,HNz66I0wUmTgrSO+M/LiYA==,Propiedad,2020-09-16,2020-10-14,2020-09-16,-34.5776066,-58.4889382,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,48.0,180000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
930453,EFYP2+W/B7qRwEG4ISmslw==,Propiedad,2020-09-16,2020-09-16,2020-09-16,-34.5755502,-58.4880468,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,38.0,35.0,120000.0,USD,Mensual,VENTA-VILLA URQUIZA-MONOAMBIENTE DIVIDIDO- CON AMENITIES,Departamento,Venta
930454,GThEeRPwBxG7qdSHZtzvRw==,Propiedad,2020-09-16,2020-12-14,2020-09-16,-34.5717775,-58.4802013,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,42.0,37.0,118000.0,USD,Mensual,Venta Departamento 2 ambientes con balcon Villa Urquiza,Departamento,Venta
930455,uHiVbgFBHyWh2AvppLoOCg==,Propiedad,2020-09-16,2020-09-30,2020-09-16,-34.577157,-58.4890505,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,42.0,39.0,159000.0,USD,Mensual,Depto. 2 amb. en Torre con Amenities en Villa Urquiza,Departamento,Venta
930526,q8/K/Y7CN3x1PvBtqsbf/g==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5836622,-58.4814243,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,68.0,60.0,210000.0,USD,Mensual,PH - Parque Chas,PH,Venta
930893,TF0Kuc4aB++m9f47mrDKgg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5763072,-58.4844148,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,68.0,60.0,180000.0,USD,,3 AMBIENTES CON BALCON EXCELENTE UBICACION!,Departamento,Venta
930894,vh9Y+X5nIy5+7TzWnWp4Zg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5735974,-58.4805881,Argentina,Capital Federal,Villa Urquiza,,,,2.0,2.0,2.0,62.0,51.0,175000.0,USD,Mensual,ALVAREZ THOMAS AL 2900 Y OLAZABAL,Departamento,Venta
930895,Zh/DyIHOZwvGHaSVGPgVIA==,Propiedad,2020-09-16,2020-09-16,2020-09-16,-34.5740341,-58.4804445,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,61.0,56.0,220000.0,USD,Mensual,Excelente departamento 3 ambientes. Villa Urquiza,Departamento,Venta
930896,SZeeFvQ6QXVaFGxzpHolOg==,Propiedad,2020-09-16,2020-09-24,2020-09-16,-34.5746697,-58.4911794,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,88.0,72.0,319000.0,USD,Mensual,Departamento - Urquiza R,Departamento,Venta
930897,pYyr0SaOwp1jM7zB0kumxQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5774744,-58.4916351,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,67.0,60.0,189000.0,USD,Mensual,Semipiso de 3 Amb. en Villa Urquiza con Amenities,Departamento,Venta
931157,rsS4bEyW+JZsh0zhgc0ZTw==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5692768,-58.4964937,Argentina,Capital Federal,Villa Urquiza,,,,5.0,3.0,2.0,,123.0,355000.0,USD,Mensual,Casa - Villa Urquiza,Casa,Venta
931328,tFm7oIkC0QRmRwGJH8QqWg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5802655928,-58.4911183169,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,135.0,121.0,550000.0,USD,Mensual,Espectacular semi-piso en Torre desarrollada por el Estudio Abramzon,Departamento,Venta
931329,4I6agW2z5IoxN1TT4J2QlQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5735974,-58.4805881,Argentina,Capital Federal,Villa Urquiza,,,,3.0,3.0,2.0,86.0,71.0,248000.0,USD,Mensual,Alvarez Thomas al 2900 y Olazabal,Departamento,Venta
931545,1EkwBeZVeWd9zvNQEoI/dQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5783502,-58.4845258,Argentina,Capital Federal,Villa Urquiza,,,,5.0,4.0,3.0,182.0,154.0,560000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
931619,+FpXz6Zrs6RNjjWChdMpKA==,Propiedad,2020-09-16,2020-12-09,2020-09-16,,,Argentina,Capital Federal,Villa Urquiza,,,,7.0,6.0,,,,10000.0,USD,,"Casa en Venta en Villa urquiza, Capital federal U$S 10000",Casa,Venta
931832,Ihjbc09Drk9C1yB80ZefoQ==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5788613,-58.4840329,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,27.0,30.0,22000.0,ARS,Mensual,MONOAMBIENTE | BAUNESS 2000,Departamento,Alquiler
931897,xw8MqkqCmSH3p2QuUHcxDg==,Propiedad,2020-09-16,9999-12-31,2020-09-16,-34.5759064,-58.4841279,Argentina,Capital Federal,Villa Urquiza,,,,,,3.0,354.0,354.0,550000.0,ARS,Mensual,GALERÍA EN ALQUILER EXCELENTE UBICACIÓN AVENIDA TRIUNVIRATO Y OLAZABAL,Local comercial,Alquiler
932134,jlKzgNY034sRZ6hIJZCcgQ==,Propiedad,2020-09-16,2020-09-28,2020-09-16,-34.5795284,-58.4824464,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,2.0,,,32000.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 32000",Departamento,Alquiler
932177,Tkq1qzyim6VHvRNtpgAuwQ==,Propiedad,2020-09-16,2020-09-16,2020-09-16,-34.5781749,-58.4807425,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,95.0,60.0,37000.0,ARS,Mensual,PH 3 AMB CON TERRAZA,PH,Alquiler
932893,q+zP/xPmqOBwB4TUW4boYw==,Propiedad,2020-04-10,2020-07-02,2020-04-10,-34.57781219,-58.49242401,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,37.0,37.0,97000.0,USD,,Av.monroe   5600 - U$D 97.000 - Departamento en Venta,Departamento,Venta
933015,bPrFHYTs2CzJa1tLZoFo8w==,Propiedad,2020-04-10,2020-08-11,2020-04-10,,,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,13000.0,ARS,,OPPEL | Departamento en Alquiler | Cod: 26552,Departamento,Alquiler
939867,q1N6xg3sn7MAvqM0ebdfZw==,Propiedad,2020-04-10,2020-04-16,2020-04-10,-34.5746786,-58.4855485,Argentina,Capital Federal,Villa Urquiza,,,,,,,360.0,360.0,350000.0,ARS,,TRIUNVIRATO 4600,Local comercial,Alquiler
939938,WOti34O+Ou1Dz3bYvc9ynQ==,Propiedad,2020-04-10,2020-04-16,2020-04-10,-34.5731348,-58.4798384,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,43.0,39.0,115000.0,USD,,2 amb c/balcón- Miller y Av Olazábal - 43m2 u$115000,Departamento,Venta
940606,rms26UZ5yC9H/T/168Lk4Q==,Propiedad,2020-09-20,2020-11-06,2020-09-20,-34.58094025,-58.48258209,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,55.0,55.0,32000.0,ARS,,La Pampa  5300 7°  - $ 32.000 - Departamento Alquiler,Departamento,Alquiler
940642,xB6cFDZhEJ3v/q/5uCsrfQ==,Propiedad,2020-09-20,9999-12-31,2020-09-20,-34.57803345,-58.49551773,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,140.0,140.0,75000.0,ARS,,Roosevelt  5800 - $ 75.000 - Local Alquiler,Local comercial,Alquiler
941136,UCD9T0zWjNZ1pIUS0djbnA==,Propiedad,2020-09-20,9999-12-31,2020-09-20,-34.572155,-58.48088455,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,2.0,79.0,79.0,250000.0,USD,,Blanco Encalada  4500 4°  - U$D 250.000 - Departamento en Venta,Departamento,Venta
941324,PxnumYR6Mn8IH1eKXlziqA==,Propiedad,2020-09-20,9999-12-31,2020-09-20,-34.5694848,-58.4869229,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,80.0,72.0,295000.0,USD,Mensual,Semipiso Tres Ambientes a Estrenar Villa Urquiza - Cochera doble - Un nuevo estilo de vida,Departamento,Venta
941396,Go2MeukvVUD50vBpITUaBg==,Propiedad,2020-09-20,9999-12-31,2020-09-20,-34.5694848,-58.4869229,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,146.0,130.0,550000.0,USD,Mensual,Villa Urquiza Exclusivo Piso 140m2,Departamento,Venta
941690,dIEfnIC1GblIIyMotC93gA==,Propiedad,2019-11-21,2020-10-19,2019-11-21,-34.5730445,-58.4860576,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,12.0,12.0,12500.0,ARS,Mensual,PH - Villa Urquiza,PH,Alquiler
941691,e20CfBq2XUwJugta3KYVxw==,Propiedad,2019-11-21,2019-12-14,2019-11-21,-34.5674683,-58.484722,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,38.0,38.0,15000.0,ARS,Mensual,Tipo casa 1 Ambiente Sin Expensas,PH,Alquiler
941765,OgDEMuVag6C3zEgpeLTVVQ==,Propiedad,2019-11-21,2020-09-17,2019-11-21,-34.59030151,-58.47868347,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,100.0,90.0,39000.0,ARS,,Barzana  1000 PB - $ 39.000 - Tipo casa PH Alquiler,Casa,Alquiler
941946,DNwN7z3UUXnFl39cC018NA==,Propiedad,2019-11-21,2019-11-23,2019-11-21,-34.5705535,-58.4976058,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,170.0,170.0,35000.0,ARS,Mensual,Galpon en alquiler de 170m2 con porton manual y entrada de auto,Depósito,Alquiler
942150,AlHzG3xKVau0mbl08fwQvw==,Propiedad,2019-11-21,2019-12-02,2019-11-21,-34.5677324,-58.4801211,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,75.0,37.0,23000.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
942151,pb0pl3ru0RfNxD4HLL+z8w==,Propiedad,2019-11-21,2019-11-26,2019-11-21,-34.5784927,-58.4864247,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,74.0,68.0,30000.0,ARS,Mensual,Departamento - Villa Urquiza,Departamento,Alquiler
942537,mGL3xROKdbV479f8iMlEgw==,Propiedad,2019-11-21,2019-11-28,2019-11-21,-34.5821986638,-58.4962994835,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,167.0,167.0,42000.0,ARS,Mensual,Local de 1 ambiente en Alquiler en Villa urquiza,Local comercial,Alquiler
942806,qf3P/ap2nFMJYC98DOMQhQ==,Propiedad,2019-11-21,2020-05-30,2019-11-21,-34.5692385,-58.4891417,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,15900.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 15900",Departamento,Alquiler
942807,acy8uK32H1yfQP12NHSQlw==,Propiedad,2019-11-21,2020-03-03,2019-11-21,-34.5735072,-58.4922827,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,15800.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 15800",Departamento,Alquiler
942808,5cuD45y38spABnzbs+K9ng==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.5692385,-58.4891417,Argentina,Capital Federal,Villa Urquiza,,,,1.0,0.0,1.0,,,16400.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 16400",Departamento,Alquiler
943499,aIjMKXgJexYIBRNAvduxag==,Propiedad,2019-11-21,2020-07-24,2019-11-21,-34.5738339,-58.489623,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,17500.0,ARS,,2 AMBIENTES - IMPECABLE - LUMINOSO - APTO FINAER.-,Departamento,Alquiler
943500,adt1O0ysy8oD7MNygWIpKQ==,Propiedad,2019-11-21,2020-05-14,2019-11-21,-34.5783854,-58.4778915,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,16800.0,ARS,,ALQUILER 2 AMBIENTES VILLA URQUIZA,Departamento,Alquiler
943501,+wtthyNqpD8InMYn//40GQ==,Propiedad,2019-11-21,2020-01-30,2019-11-21,-34.5727428,-58.485806,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,14900.0,ARS,,Excelente 2 Amb Frente Balcon Laundry Parrilla Villa Urquiza,Departamento,Alquiler
943502,oYB6tXIztCIbmOVuBBl4vQ==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.577157,-58.4890505,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,16000.0,ARS,,Alquiler 2 amb con cochera en Villa Urquiza,Departamento,Alquiler
