,id,ad_type,start_date,end_date,created_on,lat,lon,l1,l2,l3,l4,l5,l6,habitaciones,dormitorios,baños,sup_total,sup_cubierta,precio,moneda,price_period,título,tipo_propiedad,tipo_operac
943503,gjESVu5sPrpfsrWxmPHsUg==,Propiedad,2019-11-21,2019-12-07,2019-11-21,-34.5683777,-58.4899719,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,2.0,54.0,50.0,20000.0,ARS,Mensual,EXCEPCIONAL DUPLEX 2 AMB CATEG EN EDIFICIO ESTILO PH URBANO CON SUM + PARR,Departamento,Alquiler
943504,XZozFCtM+0QI8TbpLx7izA==,Propiedad,2019-11-21,2020-05-30,2019-11-21,-34.5692385,-58.4891417,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,19900.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 19900",Departamento,Alquiler
943505,5jXWM6JnfF4bgPU/15CmmA==,Propiedad,2019-11-21,2020-01-16,2019-11-21,-34.582841,-58.475141,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,27.0,27.0,15900.0,ARS,,ALQUILER MONOAMBIENTE VILLA URQUIZA,Departamento,Alquiler
943506,CHfLuDAO5qW7tofLb5tfjA==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.5793572,-58.4837796,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,20000.0,ARS,,2 Amb c/Balcon Contrafrente Luminoso Pileta GIM SUM Urquiza,Departamento,Alquiler
944049,vxfIiD1YQEJ/roVrg4DBHw==,Propiedad,2019-11-21,2020-05-14,2019-11-21,-34.579934,-58.4916255,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,,,27000.0,ARS,,"Departamento en Alquiler en Villa urquiza, Capital federal $ 27000",Departamento,Alquiler
944050,VXLrSRhOvVP468PVq3C5mA==,Propiedad,2019-11-21,2020-01-17,2019-11-21,-34.5786478,-58.4892139,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,58.0,58.0,23500.0,ARS,,Olazabal y Burela,Departamento,Alquiler
944218,L6LlcmXChT3Vcx5fTSd/PA==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.5718885,-58.4964384,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,49000.0,ARS,,"CASA en excelente esquina Villa Urquiza, 3 dormit, 3 coches",Casa,Alquiler
944323,drWfyzOFu5FfG8WSpe1LgA==,Propiedad,2019-11-21,2019-12-05,2019-11-21,-34.5706193991,-58.4846082553,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,39000.0,ARS,,ALQUILER DEP DE 4 AMB C/BALCON FTE COCHERA EN V. URQUIZA,Departamento,Alquiler
944475,4bXkqJqrI5Oc7SlP8c8reQ==,Propiedad,2019-11-21,2020-03-03,2019-11-21,-34.5769846,-58.4715992,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,2.0,85.0,75.0,169000.0,USD,Mensual,PH - Villa Ortuzar,PH,Venta
944612,oSq5VpIkYPELPrSITBsSSQ==,Propiedad,2019-11-21,2020-05-04,2019-11-21,-34.570401,-58.4913093,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,155.0,113.0,405000.0,USD,Mensual,Casa - Villa Urquiza - IMPRESIONANTE Casa con JARDIN y PILETA!,Casa,Venta
944613,wIZJQU9ZS8bRZVXs/Vcf6w==,Propiedad,2019-11-21,2020-01-04,2019-11-21,-34.5717805,-58.4965847,Argentina,Capital Federal,Villa Urquiza,,,,5.0,,2.0,171.0,165.0,660000.0,USD,Mensual,Casa - Villa Urquiza,Casa,Venta
944877,VTHRa5OoccNHI+XRj1pALw==,Propiedad,2019-11-21,2020-09-17,2019-11-21,-34.56815338,-58.48583603,Argentina,Capital Federal,Villa Urquiza,,,,,,,254.0,,759000.0,USD,,Tomás Le Breton  4700 - U$D 759.000 - Terreno en Venta,Lote,Venta
944878,RZYXO36WH20w+mxChWeznw==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5696298,-58.4943105,Argentina,Capital Federal,Villa Urquiza,,,,,,,182.0,,295000.0,USD,Mensual,Lote en Venta lote Villa Urquiza,Lote,Venta
944879,DCjEievX8qDMV9LVmExh0w==,Propiedad,2019-11-21,2020-05-04,2019-11-21,-34.5717805,-58.4965847,Argentina,Capital Federal,Villa Urquiza,,,,,,,2190.0,,1400000.0,USD,Mensual,Depósito - Villa Urquiza,Lote,Venta
945008,DlvVXsuq4urVj3hHU263xw==,Propiedad,2019-11-21,2019-12-17,2019-11-21,-34.572288,-58.484092,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,22900.0,USD,,Venta cochera. Ideal inversion. Excelente zona,Cochera,Venta
945009,unM6HtRuE0lC+fdKjFOQhw==,Propiedad,2019-11-21,2019-12-17,2019-11-21,-34.572288,-58.484092,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,22900.0,USD,,Venta cochera. Ideal inversion. Excelente zona,Cochera,Venta
945010,iRofEcNH1vdeXXByJbiPfA==,Propiedad,2019-11-21,2020-03-01,2019-11-21,-34.5824103,-58.4712216,Argentina,Capital Federal,Villa Urquiza,,,,,,,,12.0,23000.0,USD,Mensual,Cómodas cocheras cubiertas en PB y bauleras sobre Av. Triunvirato - Villa Urquiza,Cochera,Venta
945091,oZlyZS/aClmhN1xJ2xavMA==,Propiedad,2019-11-21,2020-07-16,2019-11-21,-34.5663155042,-58.4796594222,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,70.0,70.0,222000.0,USD,,Local En Venta Villa Urquiza Casa Ho 69mts A Estrenar,Oficina,Venta
945462,ThqOPr5gPAobIbY0SaF0yQ==,Propiedad,2019-11-21,2020-01-07,2019-11-21,-34.5725715,-58.4973598,Argentina,Capital Federal,Villa Urquiza,,,,2.0,,1.0,52.0,45.0,138000.0,USD,Mensual,"VENTA EXCELENTE 2 AMB A ESTRENAR, vista abierta C/ 2 Cocheras calidad real, Villa Urquiza",Departamento,Venta
945463,l2SurMfinW8mHzyuRjjXUw==,Propiedad,2019-11-21,9999-12-31,2019-11-21,-34.5772677,-58.4842997,Argentina,Capital Federal,Villa Urquiza,,,,4.0,,2.0,96.0,90.0,395000.0,USD,Mensual,Semipiso de 4 ambientes a estrenar con cochera,Departamento,Venta
945464,J8aiTmCWiC4TFAGgoCW7SQ==,Propiedad,2019-11-21,2019-11-26,2019-11-21,-34.5784927,-58.4864247,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,1.0,74.0,68.0,330000.0,USD,Mensual,Departamento - Villa Urquiza,Departamento,Venta
945465,WGo/jg9KJkFqGyOGID/SJA==,Propiedad,2019-11-21,2020-09-17,2019-11-21,-34.56879425,-58.4875679,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,,47.0,39.0,114500.0,USD,,Pacheco  2900 2°  - U$D 114.500 - Departamento en Venta,Departamento,Venta
945466,1sjzN6FTI3J3tLXZTYxxBg==,Propiedad,2019-11-21,2019-12-05,2019-11-21,-34.577307,-58.485385,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,31.0,30.0,105000.0,USD,,VENTA MONOAMBIENTE VILLA URQUIZA BALCON PISCINA,Departamento,Venta
945467,W80xNeJLbso9ELvkpTOr0w==,Propiedad,2019-11-21,2019-12-04,2019-11-21,-34.573209,-58.480817,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,33.0,31.0,99900.0,USD,,OPORTUNIDAD - VENTA - DEPARTAMENTO - VILLA URQUIZA,Departamento,Venta
945468,LM2CBc02Rv9mcIclVDovvg==,Propiedad,2019-11-21,2020-05-04,2019-11-21,-34.570401,-58.4913093,Argentina,Capital Federal,Villa Urquiza,,,,3.0,,2.0,155.0,113.0,405000.0,USD,Mensual,Departamento - Villa Urquiza - Depto BRILLANTE con PILETA y JARDIN!,Departamento,Venta
945980,VGUusD5qG7fwEEXvWNVoXw==,Propiedad,2019-11-21,2020-05-14,2019-11-21,-34.5740481,-58.500228,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,,,165000.0,USD,,Excelente Departamento de 2 amb. con Patio y Cochera !!,Departamento,Venta
945981,Q8TuU5tS+VdsYbI76h8Tjg==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,1.0,1.0,1.0,43.0,34.0,120000.0,USD,Mensual,Excelente departamento de 1 ambiente divisible a estrenar en venta en Villa Urquiza,Departamento,Venta
945982,8/lpJ1gy5oiR2h2iAnS5jA==,Propiedad,2019-11-21,2019-12-20,2019-11-21,-34.579694,-58.485406,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,45.0,42.0,129000.0,USD,,VENTA VILLA URQUIZA DOS AMB C/FTE BALCÓN,Departamento,Venta
945983,UrlBhsd1osOEi4NrXklt/A==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5715907482,-58.4788659862,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,50.0,44.0,120500.0,USD,Mensual,Lugones 2368,Departamento,Venta
945984,s55+XwrN2SX9G/bg63v4fQ==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,55.0,49.0,190000.0,USD,Mensual,Venta - Hermoso departamento de 2 ambientes con cochera a estrenar en Villa Urquiza,Departamento,Venta
946055,zMshxnW9hNmyWA9Su8BlDQ==,Propiedad,2019-11-21,2019-11-23,2019-11-21,-34.5695186,-58.4778756,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,129.0,100.0,284000.0,USD,Mensual,"PH EN VENTA EN VILLA URQUIZA  3 AMBIENTES CON PATIO, TERRAZA Y PARRILLA",PH,Venta
946056,YvPYp+Ypt9z6BOc6FDlLYQ==,Propiedad,2019-11-21,2019-12-07,2019-11-21,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,80.0,80.0,115000.0,USD,Mensual,"OPORTUNIDAD! T/para reciclar, SIN EXPENSAS, Frente a Estación",PH,Venta
946454,I4Ot0quscmmbAgOeu8gWtA==,Propiedad,2019-11-21,2020-02-21,2019-11-21,-34.568905154,-58.4883961148,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,,,279000.0,USD,,"Departamento en Venta en Villa urquiza, Capital federal U$S 279000",Departamento,Venta
946455,gxcr3Lt+1TqAVFB+fSaUnA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5705179,-58.4914578,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,73.0,63.0,225000.0,USD,Mensual,"Excelente departamento de 3 ambientes a estrenar en venta en Villa Urquiza, con cochera opcional",Departamento,Venta
946456,TjO/HyhYbkpB7m0HPWu88w==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5724453,-58.4899284,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,87.0,60.0,190000.0,USD,Mensual,VENTA DEPARTAMENTO 3 AMB. C/ DOS PATIOS EN VILLA URQUIZA,Departamento,Venta
946457,Q1ikHvLsbppE9umo+C2rSA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5661644,-58.4820075,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,70.0,60.0,247000.0,USD,Mensual,Exc departamento de 3amb. en venta Villa Urquiza  bcón terraza c/parrilla y patio,Departamento,Venta
946458,Q8T1utbILyhz+rZLQWp6Jg==,Propiedad,2019-11-21,2020-01-17,2019-11-21,-34.5715907482,-58.4788659862,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,75.0,63.0,172100.0,USD,,Lugones 2368,Departamento,Venta
946459,ZSC08QVJFaY4oh+RU6VPHw==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5693496,-58.4892718,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,65.0,60.0,255000.0,USD,Mensual,VENTA SEMIPISO 3 AMB. C/COCHERA FIJA Y BAULERA.,Departamento,Venta
946460,hIsHTMt6Z1X6KUjJ+/2NZA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5758966,-58.4835735,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,65.0,61.0,94900.0,USD,Mensual,Departamento 3 amb en venta a metros de Olazabal. Oportunidad!!!,Departamento,Venta
946461,r8kbx2Ky4ciBm65IibJALA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5721161,-58.4799037,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,64.0,58.0,175000.0,USD,Mensual,Departamento 3 ambientes al contra-frente con balcón reciclado,Departamento,Venta
946462,/Kv9SCOTADotQNFEf54RYQ==,Propiedad,2019-11-21,2020-01-17,2019-11-21,-34.5715907482,-58.4788659862,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,1.0,75.0,63.0,173700.0,USD,,Lugones 2368,Departamento,Venta
946463,HsWEdONEEGO4a0Jjz9SH5A==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5685341,-58.4877953,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,83.0,83.0,248000.0,USD,Mensual,Impecable Depto Villa Urquiza 3amb 83m2 Av Congreso 4900,Departamento,Venta
946464,2fnW/VZ2A+iFGU3rX8U6cA==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.5685341,-58.4877953,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,,,,248000.0,USD,,"Departamento en Venta en Villa urquiza, Capital federal U$S 248000",Departamento,Venta
946465,nGoazQKaD92BH4UFEI/ckA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5745244844,-58.4823901222,Argentina,Capital Federal,Villa Urquiza,,,,3.0,2.0,2.0,65.0,57.0,240000.0,USD,Mensual,Hermoso 3 amb c/bño y toil al frente. Edificio c/amenities,Departamento,Venta
946512,N/FhYNxAmOJmnyvG+CR5YQ==,Propiedad,2019-11-21,2019-12-07,2019-11-21,,,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,1.0,60.0,60.0,270000.0,USD,Mensual,Depto.tipo casa de 4 ambientes en Venta en Villa urquiza,PH,Venta
946683,DylJB92aXcxvQhWfTRAECA==,Propiedad,2019-11-21,2020-05-15,2019-11-21,-34.5718885,-58.4964384,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,2.0,,,470000.0,USD,,"CASA en excelente esquina Villa Urquiza, 3 dormit, 3 coches",Casa,Venta
946834,9A2Df4jZtFCR2lJ2syTRqA==,Propiedad,2019-11-21,9999-12-31,2019-11-21,-34.5772744,-58.4835654,Argentina,Capital Federal,Villa Urquiza,,,,4.0,3.0,,,,390000.0,USD,,"Departamento en Venta en Villa urquiza, Capital federal U$S 390000",Departamento,Venta
946856,3SfyGnLEeo5j43eDpx0wKA==,Propiedad,2019-11-21,2019-12-23,2019-11-21,-34.5656648,-58.4875785,Argentina,Capital Federal,Villa Urquiza,,,,5.0,4.0,2.0,220.0,145.0,330000.0,USD,Mensual,PH 5 ambientes en 3 plantas con patio y terraza. 220mts2 totales.,PH,Venta
948951,rUwbCZ0pNzbbnRwM3/aueQ==,Propiedad,2020-02-25,2020-02-29,2020-02-25,-34.569411,-58.477167,Argentina,Capital Federal,Villa Urquiza,,,,2.0,1.0,1.0,60.0,53.0,30000.0,ARS,,V.URQUIZA 2 AMB.TOILET.COCH.PARRILLA PROPIA.SEG.24,Departamento,Alquiler
951777,pE8rNd1mlVfObfEhKxSgMg==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5742334,-58.4901581,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,26000.0,USD,Mensual,Venta en  Villa Urquiza - Cullen 5300,Otro,Venta
955879,Cbkd+iOJD+ea77oJ7a7m8A==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5692518,-58.471343,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,,,245000.0,USD,Mensual,Venta en  Belgrano - Naon 2300,Otro,Venta
955880,S+ySd7h/aL5eD4gdr0yBFw==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5828575,-58.4907196,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,,,110000.0,USD,Mensual,Venta en  Villa Pueyrredón - Juramento 5900,Otro,Venta
955881,xK4AiwTqj8VCYzQQqrq1IA==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.568805,-58.4910488,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,,,90000.0,USD,Mensual,Venta en  Villa Urquiza - Capdevila 3100,Otro,Venta
955882,GKUuhmcG8h3t4vS66IdPag==,Propiedad,2020-02-25,9999-12-31,2020-02-25,-34.58708191,-58.47682953,Argentina,Capital Federal,Villa Urquiza,,,,1.0,,1.0,,23.0,72000.0,USD,Mensual,HERMOSO  MONOAMB PRECIO PROMO POCOS DIAS! financiación,Departamento,Venta
958235,Oepyw86Vi7FbrD+CCQUoeQ==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5805903,-58.4895857,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,,,205000.0,USD,Mensual,Venta en  Villa Urquiza - Burela 2100,Otro,Venta
958236,HKDvT7nCxEe2HgMManjetw==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5735023,-58.4806614,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,,,235000.0,USD,Mensual,Venta en  Villa Urquiza - Combatientes De Malvinas 4000,Otro,Venta
958237,scaH6nG0Nvv9wb9W1zLWKQ==,Propiedad,2020-02-25,2020-02-26,2020-02-25,-34.5638623,-58.4933122,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,,,310000.0,USD,Mensual,Venta en  Villa Urquiza - Diaz Colodrero 3500,Otro,Venta
960203,O5yhY8K6FMjoawHfcUZIsw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57178116,-58.49658585,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,1400000.0,USD,Mensual,Quesada  5700 - U$D 1.400.000 - Casa en Venta,Casa,Venta
961287,X2WtuhUx2Ft2PKHgkojv+A==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57495117,-58.48365402,Argentina,Capital Federal,Villa Urquiza,,,,,,,407.0,2.0,0.0,,Mensual,Olazabal  4800 - Consulte precio - Terreno en Venta,Lote,Venta
961288,vrXTzkfgZhU6GRxApX0rjA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57667542,-58.49261093,Argentina,Capital Federal,Villa Urquiza,,,,,,,570.0,,0.0,,Mensual,Roosevelt  5600 - U$D 111.111.111 - Terreno en Venta,Lote,Venta
961289,f3HEIYloAstjFrjLhqadhA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56971741,-58.48543167,Argentina,Capital Federal,Villa Urquiza,,,,,,,112.0,2.0,640000.0,USD,Mensual,Alvarez Thomas  3400 - U$D 640.000 - Terreno en Venta,Lote,Venta
961290,Lmvl6q8RguuaK0uUFS0tNg==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57778168,-58.48795319,Argentina,Capital Federal,Villa Urquiza,,,,,,,160.0,,1000000.0,USD,Mensual,Av F De Olazabal  5400 - U$D 1.000.000 - Terreno en Venta,Lote,Venta
961291,TGlIdjMPVDza/DHIJwoOhw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.5765458543,-58.4964217665,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,650000.0,USD,Mensual,Pedro Ignacio Rivera  5800 - U$D 650.000 - Terreno en Venta,Lote,Venta
961292,R/NcXPyBa1LSmu2LlFoTMQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56640625,-58.49516678,Argentina,Capital Federal,Villa Urquiza,,,,,,,1237.0,,1500000.0,USD,Mensual,Manuela Pedraza  5400 - U$D 1.500.000 - Terreno en Venta,Lote,Venta
961293,XIoxxgSR6C1AVt8tNcH/cA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58675385,-58.47915649,Argentina,Capital Federal,Villa Urquiza,,,,,,,189.0,,380000.0,USD,Mensual,Arismendi  2900 - U$D 380.000 - Terreno en Venta,Lote,Venta
961294,aeOGbGw4UD7cNJ4oLJhknA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57879257,-58.48940659,Argentina,Capital Federal,Villa Urquiza,,,,,,,160.0,2.0,1000000.0,USD,Mensual,Av F De Olazabal  5400 - U$D 1.000.000 - Terreno en Venta,Lote,Venta
961295,P61ZSyLzjUhsR6Un2kc9mw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58214951,-58.48999023,Argentina,Capital Federal,Villa Urquiza,,,,,,,84.0,,349000.0,USD,Mensual,Ceretti  2000 - U$D 349.000 - Terreno en Venta,Lote,Venta
961296,aBz8ei0tsgGC+GD7wKIjJw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56467438,-58.49749756,Argentina,Capital Federal,Villa Urquiza,,,,,,,91.0,,180000.0,USD,Mensual,Bucarelli  3500 - U$D 180.000 - Terreno en Venta,Lote,Venta
961297,WvNz4i/rLcPK+9blj+Psxw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58214951,-58.48999023,Argentina,Capital Federal,Villa Urquiza,,,,,,,84.0,,349000.0,USD,Mensual,Ceretti  2000 - U$D 349.000 - Terreno en Venta,Lote,Venta
961298,4+YGF7l4xGXITXSoQ9KAJA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.5749855,-58.49795151,Argentina,Capital Federal,Villa Urquiza,,,,,,,373.0,,620000.0,USD,Mensual,Aizpurúa  2900 - U$D 620.000 - Terreno en Venta,Lote,Venta
961299,GQM0Fel+U4seNAg7ph0HuQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56865692,-58.48648453,Argentina,Capital Federal,Villa Urquiza,,,,,,,278.0,2.0,730000.0,USD,Mensual,Tomas A. Le Breton  4800 - U$D 730.000 - Terreno en Venta,Lote,Venta
961300,5c0jAbGcpu8srDesMclWmw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58672714,-58.47995377,Argentina,Capital Federal,Villa Urquiza,,,,,,,160.0,,290000.0,USD,Mensual,Victorica Benjamin  2900 - U$D 290.000 - Terreno en Venta,Lote,Venta
961301,KrUjR/5Kj48ly+sf0g5tHw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56916809,-58.47855759,Argentina,Capital Federal,Villa Urquiza,,,,,,,133.0,,295000.0,USD,Mensual,Donado   2500 - U$D 295.000 - Terreno en Venta,Lote,Venta
961842,dsDKH69qsOaQ9TrK3JRnkA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58694839,-58.4973526,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,355.0,237.0,398000.0,USD,Mensual,Jose Cubas  2600 - U$D 398.000 - Galpón en Venta,Otro,Venta
961843,4QiLSrhxYenKBLt1BQ/dHw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58694839,-58.4973526,Argentina,Capital Federal,Villa Urquiza,,,,,,2.0,355.0,237.0,398000.0,USD,Mensual,Jose Cubas  2600 - U$D 398.000 - Galpón en Venta,Otro,Venta
962073,7Ry22s6LS3c1EIkTl3GJLQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58712006,-58.4769249,Argentina,Capital Federal,Villa Urquiza,,,,,,,12.0,12.0,13000.0,USD,Mensual,Llerena  2800 - U$D 13.000 - Cochera en Venta,Cochera,Venta
962074,n/w5PAHxYTTl3IfLimRWnA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57535172,-58.4879303,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,27000.0,USD,Mensual,Monroe  5200 1SS - U$D 27.000 - Cochera en Venta,Cochera,Venta
962075,aAuXeD1vcw0pbGv4nTpavg==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58712006,-58.4769249,Argentina,Capital Federal,Villa Urquiza,,,,,,,12.0,12.0,15000.0,USD,Mensual,Llerena  2800 - U$D 15.000 - Cochera en Venta,Cochera,Venta
962076,QbOzTOvKKzHP82jngc/Qfw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57813644,-58.48197937,Argentina,Capital Federal,Villa Urquiza,,,,,,,,,25000.0,USD,Mensual,Juramento  5000 - U$D 25.000 - Cochera en Venta,Cochera,Venta
962077,+EC32Kq/7Sse2Z/cBf5WLg==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57117844,-58.48456955,Argentina,Capital Federal,Villa Urquiza,,,,,,,13.0,,24000.0,USD,Mensual,Cullen  4800 - U$D 24.000 - Cochera en Venta,Cochera,Venta
962078,AS0qYk4eT3h/eqth3EWkLA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56734085,-58.48701096,Argentina,Capital Federal,Villa Urquiza,,,,,,,12.0,12.0,25000.0,USD,Mensual,Av E Galvan  3000 - U$D 25.000 - Cochera en Venta,Cochera,Venta
962079,PqauTRYoaqbCy3rMGtY6vw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56148911,-58.48693085,Argentina,Capital Federal,Villa Urquiza,,,,,,,13.0,,24000.0,USD,Mensual,Gral Mariano Acha  3400 - U$D 24.000 - Cochera en Venta,Cochera,Venta
962205,5sVqj3nCW15FW3tdslndYA==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.5815773,-58.47385788,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,56.0,56.0,149000.0,USD,Mensual,De Los  Incas  5200 1°  - U$D 149.000 - Oficina en Venta,Oficina,Venta
962637,rUX2GUgm+ol2bD/4RUD3xQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56734085,-58.48701096,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,37.0,33.0,92250.0,USD,Mensual,Av E Galvan  3000 1°  - U$D 92.250 - Departamento en Venta,Departamento,Venta
962638,ce7MANFkmj5i97IpfUrwXg==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58824158,-58.48386002,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,32.0,29.0,102000.0,USD,Mensual,Av De Los Incas  5400 2°  - U$D 102.000 - Departamento en Venta,Departamento,Venta
962639,73zEVOW/i7lPqErsrPVB4w==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57200241,-58.48526382,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,40.0,33.0,114000.0,USD,Mensual,Pacheco  2500 2°  - U$D 114.000 - Departamento en Venta,Departamento,Venta
962640,BYiRx5ezOOYplYkTaJ8+nw==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.58240891,-58.47122192,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,33.0,33.0,95000.0,USD,Mensual,V. Triunvirato   3500 1°  - U$D 95.000 - Departamento en Venta,Departamento,Venta
962641,L75hMNJJ4TVK5RXZMoAFHQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.57763672,-58.49623871,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,34.0,27.0,79000.0,USD,Mensual,D Cullen  5800 2°  - U$D 79.000 - Departamento en Venta,Departamento,Venta
962642,yAfBBzSAz+oePkXR+MZyuQ==,Propiedad,2020-10-02,2020-10-03,2020-10-02,-34.56734085,-58.48701096,Argentina,Capital Federal,Villa Urquiza,,,,,,1.0,37.0,,103320.0,USD,Mensual,Av E Galvan  3000 8°  - U$D 103.320 - Departamento en Venta,Departamento,Venta
